stationID,tz,obsTimeUtc,obsTimeLocal,epoch,lat,lon,solarRadiationHigh,uvHigh,winddirAvg,humidityHigh,humidityLow,humidityAvg,qcStatus,metric.tempHigh,metric.tempLow,metric.tempAvg,metric.windspeedHigh,metric.windspeedLow,metric.windspeedAvg,metric.windgustHigh,metric.windgustLow,metric.windgustAvg,metric.dewptHigh,metric.dewptLow,metric.dewptAvg,metric.windchillHigh,metric.windchillLow,metric.windchillAvg,metric.heatindexHigh,metric.heatindexLow,metric.heatindexAvg,metric.pressureMax,metric.pressureMin,metric.pressureTrend,metric.precipRate,metric.precipTotal
KNYNEWYO1805,America/New_York,2024-01-01 05:58:23+00:00,2024-01-01 00:58:23,1704088703,40.638,-74.035,0.0,0.0,95.0,66.0,65.0,65.0,1,6.0,5.0,5.0,4.0,1.0,2.0,6.0,3.0,5.0,0.0,-1.0,-1.0,6.0,5.0,5.0,6.0,5.0,5.0,1016.26,1016.26,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-01 06:58:22+00:00,2024-01-01 01:58:22,1704092302,40.638,-74.035,0.0,0.0,104.0,66.0,65.0,65.0,1,6.0,5.0,5.0,3.0,1.0,2.0,6.0,3.0,4.0,0.0,-1.0,-1.0,6.0,5.0,5.0,6.0,5.0,5.0,1015.92,1015.92,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-01 07:58:21+00:00,2024-01-01 02:58:21,1704095901,40.638,-74.035,0.0,0.0,124.0,67.0,65.0,65.0,1,6.0,5.0,5.0,3.0,1.0,2.0,5.0,3.0,3.0,0.0,-1.0,0.0,6.0,5.0,5.0,6.0,5.0,5.0,1015.92,1015.92,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-01 08:59:21+00:00,2024-01-01 03:59:21,1704099561,40.638,-74.035,0.0,0.0,109.0,68.0,66.0,67.0,1,5.0,5.0,5.0,2.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,1015.58,1015.24,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-01 09:59:18+00:00,2024-01-01 04:59:18,1704103158,40.638,-74.035,0.0,0.0,115.0,68.0,67.0,67.0,1,5.0,5.0,5.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,-1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,1015.58,1015.24,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-01 10:59:18+00:00,2024-01-01 05:59:18,1704106758,40.638,-74.035,0.0,0.0,107.0,72.0,68.0,70.0,1,5.0,5.0,5.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,1015.92,1015.24,0.74,0.03,0.18
KNYNEWYO1805,America/New_York,2024-01-01 11:59:17+00:00,2024-01-01 06:59:17,1704110357,40.638,-74.035,0.0,0.0,135.0,79.0,72.0,74.0,1,5.0,4.0,5.0,3.0,0.0,1.0,6.0,0.0,3.0,1.0,0.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,1016.26,1015.92,0.37,0.03,0.28
KNYNEWYO1805,America/New_York,2024-01-01 12:59:16+00:00,2024-01-01 07:59:16,1704113956,40.638,-74.035,16.0,0.1,92.0,83.0,80.0,81.0,1,4.0,4.0,4.0,1.0,0.0,1.0,5.0,0.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1016.59,1016.26,0.37,0.0,0.33
KNYNEWYO1805,America/New_York,2024-01-01 13:59:14+00:00,2024-01-01 08:59:14,1704117554,40.638,-74.035,72.0,0.2,76.0,83.0,81.0,82.0,1,4.0,4.0,4.0,2.0,0.0,1.0,4.0,0.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1017.27,1016.59,0.74,0.05,0.38
KNYNEWYO1805,America/New_York,2024-01-01 14:59:14+00:00,2024-01-01 09:59:14,1704121154,40.638,-74.035,258.0,0.9,110.0,82.0,77.0,80.0,1,5.0,5.0,5.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,1017.27,1017.27,0.0,0.0,0.38
KNYNEWYO1805,America/New_York,2024-01-01 15:58:23+00:00,2024-01-01 10:58:23,1704124703,40.638,-74.035,146.0,0.5,151.0,79.0,76.0,77.0,1,5.0,5.0,5.0,2.0,0.0,0.0,5.0,0.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,1017.27,1016.93,-0.38,0.0,0.38
KNYNEWYO1805,America/New_York,2024-01-01 16:59:13+00:00,2024-01-01 11:59:13,1704128353,40.638,-74.035,472.0,1.6,148.0,77.0,65.0,71.0,1,8.0,5.0,6.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,1.0,1.0,8.0,5.0,6.0,8.0,5.0,6.0,1016.93,1016.26,-0.74,0.0,0.38
KNYNEWYO1805,America/New_York,2024-01-01 17:59:11+00:00,2024-01-01 12:59:11,1704131951,40.638,-74.035,459.0,1.6,94.0,66.0,61.0,63.0,1,8.0,8.0,8.0,3.0,0.0,1.0,6.0,0.0,4.0,2.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,1016.26,1015.92,-0.37,0.0,0.38
KNYNEWYO1805,America/New_York,2024-01-01 18:59:10+00:00,2024-01-01 13:59:10,1704135550,40.638,-74.035,385.0,1.3,94.0,63.0,56.0,58.0,1,9.0,8.0,9.0,1.0,0.0,0.0,5.0,0.0,2.0,2.0,1.0,1.0,9.0,8.0,9.0,9.0,8.0,9.0,1016.26,1015.92,0.37,0.0,0.38
KNYNEWYO1805,America/New_York,2024-01-01 19:59:09+00:00,2024-01-01 14:59:09,1704139149,40.638,-74.035,103.0,0.4,299.0,63.0,61.0,62.0,1,8.0,7.0,8.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,8.0,7.0,8.0,8.0,7.0,8.0,1016.26,1016.26,0.0,0.0,0.38
KNYNEWYO1805,America/New_York,2024-01-01 20:59:07+00:00,2024-01-01 15:59:07,1704142747,40.638,-74.035,72.0,0.2,213.0,70.0,62.0,66.0,1,7.0,7.0,7.0,2.0,0.0,1.0,5.0,0.0,2.0,2.0,0.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,1016.59,1016.26,0.37,0.0,0.38
KNYNEWYO1805,America/New_York,2024-01-01 21:59:07+00:00,2024-01-01 16:59:07,1704146347,40.638,-74.035,23.0,0.1,139.0,69.0,65.0,67.0,1,7.0,7.0,7.0,2.0,0.0,1.0,5.0,0.0,2.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,1016.93,1016.59,0.37,0.0,0.38
KNYNEWYO1805,America/New_York,2024-01-01 22:59:06+00:00,2024-01-01 17:59:06,1704149946,40.638,-74.035,0.0,0.0,123.0,67.0,64.0,66.0,1,7.0,6.0,7.0,3.0,1.0,2.0,8.0,4.0,5.0,1.0,1.0,1.0,7.0,6.0,7.0,7.0,6.0,7.0,1017.27,1016.93,0.37,0.0,0.38
KNYNEWYO1805,America/New_York,2024-01-01 23:59:04+00:00,2024-01-01 18:59:04,1704153544,40.638,-74.035,0.0,0.0,122.0,68.0,66.0,66.0,1,6.0,6.0,6.0,4.0,1.0,2.0,8.0,4.0,5.0,1.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,1017.95,1017.27,0.74,0.0,0.38
KNYNEWYO1805,America/New_York,2024-01-02 00:59:03+00:00,2024-01-01 19:59:03,1704157143,40.638,-74.035,0.0,0.0,139.0,66.0,64.0,64.0,1,6.0,5.0,6.0,4.0,1.0,2.0,10.0,3.0,6.0,0.0,-1.0,-1.0,6.0,5.0,6.0,6.0,5.0,6.0,1017.95,1017.95,0.0,0.0,0.38
KNYNEWYO1805,America/New_York,2024-01-02 01:59:03+00:00,2024-01-01 20:59:03,1704160743,40.638,-74.035,0.0,0.0,134.0,66.0,64.0,65.0,1,5.0,5.0,5.0,5.0,1.0,3.0,9.0,3.0,6.0,0.0,-1.0,-1.0,5.0,4.0,5.0,5.0,5.0,5.0,1018.29,1017.95,0.37,0.0,0.38
KNYNEWYO1805,America/New_York,2024-01-02 02:59:01+00:00,2024-01-01 21:59:01,1704164341,40.638,-74.035,0.0,0.0,126.0,67.0,66.0,66.0,1,5.0,4.0,4.0,5.0,2.0,3.0,13.0,5.0,7.0,-1.0,-2.0,-1.0,5.0,3.0,4.0,5.0,4.0,4.0,1018.63,1018.29,0.37,0.0,0.38
KNYNEWYO1805,America/New_York,2024-01-02 03:59:01+00:00,2024-01-01 22:59:01,1704167941,40.638,-74.035,0.0,0.0,124.0,70.0,67.0,68.0,1,4.0,3.0,3.0,6.0,3.0,4.0,11.0,6.0,8.0,-2.0,-2.0,-2.0,4.0,2.0,3.0,4.0,3.0,3.0,1018.96,1018.63,0.0,0.0,0.38
KNYNEWYO1805,America/New_York,2024-01-02 04:58:58+00:00,2024-01-01 23:58:58,1704171538,40.638,-74.035,0.0,0.0,130.0,72.0,69.0,70.0,1,3.0,2.0,3.0,5.0,2.0,3.0,9.0,4.0,7.0,-2.0,-2.0,-2.0,3.0,2.0,3.0,3.0,2.0,3.0,1018.96,1018.63,-0.37,0.0,0.38
KNYNEWYO1805,America/New_York,2024-01-02 05:58:59+00:00,2024-01-02 00:58:59,1704175139,40.638,-74.035,0.0,0.0,111.0,73.0,71.0,72.0,1,2.0,2.0,2.0,5.0,3.0,4.0,13.0,6.0,9.0,-2.0,-3.0,-3.0,2.0,2.0,2.0,2.0,2.0,2.0,1018.63,1018.63,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-02 06:58:59+00:00,2024-01-02 01:58:59,1704178739,40.638,-74.035,0.0,0.0,2.0,73.0,71.0,72.0,1,2.0,1.0,1.0,6.0,2.0,4.0,14.0,4.0,10.0,-3.0,-3.0,-3.0,2.0,0.0,1.0,2.0,1.0,1.0,1018.63,1018.63,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-02 07:58:57+00:00,2024-01-02 02:58:57,1704182337,40.638,-74.035,0.0,0.0,87.0,72.0,70.0,70.0,1,1.0,1.0,1.0,5.0,2.0,4.0,17.0,5.0,9.0,-3.0,-4.0,-4.0,1.0,-1.0,1.0,1.0,1.0,1.0,1018.96,1018.63,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-02 08:58:55+00:00,2024-01-02 03:58:55,1704185935,40.638,-74.035,0.0,0.0,234.0,72.0,70.0,71.0,1,1.0,0.0,0.0,4.0,2.0,2.0,13.0,3.0,6.0,-4.0,-5.0,-4.0,1.0,0.0,0.0,1.0,0.0,0.0,1018.96,1018.96,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-02 09:58:55+00:00,2024-01-02 04:58:55,1704189535,40.638,-74.035,0.0,0.0,148.0,73.0,69.0,71.0,1,0.0,0.0,0.0,4.0,1.0,3.0,11.0,4.0,6.0,-4.0,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.96,1018.96,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-02 10:58:55+00:00,2024-01-02 05:58:55,1704193135,40.638,-74.035,0.0,0.0,93.0,70.0,69.0,69.0,1,0.0,-1.0,0.0,5.0,2.0,4.0,12.0,6.0,8.0,-5.0,-6.0,-5.0,0.0,-2.0,-1.0,0.0,-1.0,0.0,1019.64,1018.96,0.73,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-02 11:58:53+00:00,2024-01-02 06:58:53,1704196733,40.638,-74.035,0.0,0.0,105.0,71.0,69.0,70.0,1,-1.0,-1.0,-1.0,5.0,2.0,3.0,12.0,3.0,7.0,-5.0,-6.0,-6.0,-1.0,-2.0,-1.0,-1.0,-1.0,-1.0,1019.98,1019.64,0.37,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-02 12:58:51+00:00,2024-01-02 07:58:51,1704200331,40.638,-74.035,26.0,0.1,110.0,72.0,70.0,70.0,1,-1.0,-1.0,-1.0,4.0,3.0,3.0,9.0,4.0,7.0,-5.0,-6.0,-6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1020.32,1019.98,0.37,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-02 13:58:51+00:00,2024-01-02 08:58:51,1704203931,40.638,-74.035,209.0,0.7,133.0,71.0,65.0,68.0,1,0.0,-1.0,0.0,5.0,3.0,4.0,10.0,5.0,7.0,-5.0,-6.0,-5.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1020.32,1020.32,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-02 14:58:47+00:00,2024-01-02 09:58:47,1704207527,40.638,-74.035,360.0,1.2,129.0,66.0,63.0,64.0,1,2.0,0.0,1.0,6.0,3.0,3.0,14.0,4.0,7.0,-5.0,-5.0,-5.0,2.0,-1.0,1.0,2.0,0.0,1.0,1020.66,1020.32,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-02 15:58:48+00:00,2024-01-02 10:58:48,1704211128,40.638,-74.035,427.0,1.4,132.0,62.0,58.0,59.0,1,3.0,2.0,2.0,5.0,1.0,2.0,9.0,3.0,5.0,-5.0,-5.0,-5.0,3.0,0.0,2.0,3.0,2.0,2.0,1020.66,1019.64,-0.74,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-02 16:58:46+00:00,2024-01-02 11:58:46,1704214726,40.638,-74.035,448.0,1.5,144.0,58.0,57.0,57.0,1,3.0,3.0,3.0,5.0,1.0,3.0,8.0,4.0,5.0,-4.0,-5.0,-5.0,3.0,2.0,3.0,3.0,3.0,3.0,1019.64,1018.29,-1.48,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-02 17:58:46+00:00,2024-01-02 12:58:46,1704218326,40.638,-74.035,444.0,1.5,136.0,56.0,54.0,55.0,1,4.0,3.0,4.0,5.0,2.0,4.0,10.0,4.0,7.0,-4.0,-5.0,-4.0,4.0,3.0,4.0,4.0,3.0,4.0,1018.29,1017.27,-1.11,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-02 18:58:44+00:00,2024-01-02 13:58:44,1704221924,40.638,-74.035,396.0,1.3,135.0,54.0,50.0,52.0,1,6.0,4.0,5.0,5.0,1.0,3.0,9.0,4.0,6.0,-3.0,-4.0,-4.0,6.0,4.0,5.0,6.0,4.0,5.0,1017.27,1016.26,-1.11,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-02 19:58:44+00:00,2024-01-02 14:58:44,1704225524,40.638,-74.035,291.0,1.0,133.0,51.0,48.0,49.0,1,6.0,6.0,6.0,4.0,2.0,3.0,9.0,4.0,5.0,-3.0,-4.0,-4.0,6.0,6.0,6.0,6.0,6.0,6.0,1016.26,1016.26,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-02 20:58:42+00:00,2024-01-02 15:58:42,1704229122,40.638,-74.035,156.0,0.5,138.0,52.0,49.0,50.0,1,6.0,6.0,6.0,5.0,1.0,3.0,7.0,4.0,5.0,-3.0,-4.0,-4.0,6.0,5.0,6.0,6.0,6.0,6.0,1016.26,1015.92,-0.37,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-02 21:58:41+00:00,2024-01-02 16:58:41,1704232721,40.638,-74.035,22.0,0.1,127.0,57.0,51.0,54.0,1,6.0,6.0,6.0,3.0,1.0,3.0,6.0,4.0,5.0,-2.0,-4.0,-3.0,6.0,6.0,6.0,6.0,6.0,6.0,1016.26,1015.92,0.37,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-02 22:58:39+00:00,2024-01-02 17:58:39,1704236319,40.638,-74.035,0.0,0.0,145.0,58.0,54.0,56.0,1,6.0,5.0,5.0,3.0,1.0,2.0,5.0,3.0,4.0,-2.0,-3.0,-3.0,6.0,5.0,5.0,6.0,5.0,5.0,1016.26,1016.26,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-02 23:58:40+00:00,2024-01-02 18:58:40,1704239920,40.638,-74.035,0.0,0.0,140.0,62.0,58.0,59.0,1,5.0,5.0,5.0,3.0,0.0,1.0,6.0,0.0,2.0,-2.0,-2.0,-2.0,5.0,5.0,5.0,5.0,5.0,5.0,1016.59,1016.26,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 00:58:38+00:00,2024-01-02 19:58:38,1704243518,40.638,-74.035,0.0,0.0,121.0,64.0,61.0,62.0,1,5.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,1.0,-1.0,-2.0,-2.0,5.0,4.0,5.0,5.0,4.0,5.0,1016.59,1016.59,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 01:58:38+00:00,2024-01-02 20:58:38,1704247118,40.638,-74.035,0.0,0.0,129.0,66.0,61.0,63.0,1,5.0,4.0,4.0,4.0,0.0,1.0,5.0,0.0,3.0,-1.0,-2.0,-2.0,5.0,4.0,4.0,5.0,4.0,4.0,1016.59,1016.26,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 02:58:37+00:00,2024-01-02 21:58:37,1704250717,40.638,-74.035,0.0,0.0,108.0,68.0,65.0,66.0,1,4.0,3.0,4.0,4.0,1.0,2.0,6.0,3.0,4.0,-2.0,-2.0,-2.0,4.0,3.0,4.0,4.0,3.0,4.0,1016.93,1016.59,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 03:58:36+00:00,2024-01-02 22:58:36,1704254316,40.638,-74.035,0.0,0.0,105.0,69.0,65.0,67.0,1,4.0,3.0,3.0,4.0,0.0,2.0,5.0,2.0,4.0,-2.0,-3.0,-2.0,4.0,3.0,3.0,4.0,3.0,3.0,1016.93,1016.59,-0.37,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 04:58:33+00:00,2024-01-02 23:58:33,1704257913,40.638,-74.035,0.0,0.0,116.0,70.0,68.0,69.0,1,3.0,3.0,3.0,4.0,2.0,3.0,7.0,4.0,5.0,-2.0,-2.0,-2.0,3.0,3.0,3.0,3.0,3.0,3.0,1016.59,1016.26,-0.37,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 05:58:33+00:00,2024-01-03 00:58:33,1704261513,40.638,-74.035,0.0,0.0,120.0,72.0,71.0,71.0,1,3.0,3.0,3.0,5.0,3.0,4.0,9.0,6.0,7.0,-2.0,-2.0,-2.0,3.0,1.0,2.0,3.0,3.0,3.0,1016.26,1015.92,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 06:58:33+00:00,2024-01-03 01:58:33,1704265113,40.638,-74.035,0.0,0.0,113.0,74.0,72.0,72.0,1,3.0,2.0,2.0,5.0,3.0,4.0,12.0,5.0,7.0,-2.0,-2.0,-2.0,3.0,0.0,2.0,3.0,2.0,2.0,1016.26,1016.26,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 07:58:32+00:00,2024-01-03 02:58:32,1704268712,40.638,-74.035,0.0,0.0,102.0,75.0,73.0,74.0,1,2.0,2.0,2.0,5.0,3.0,4.0,9.0,5.0,7.0,-2.0,-2.0,-2.0,2.0,0.0,2.0,2.0,2.0,2.0,1016.26,1016.26,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 08:58:29+00:00,2024-01-03 03:58:29,1704272309,40.638,-74.035,0.0,0.0,108.0,76.0,75.0,75.0,1,2.0,2.0,2.0,5.0,3.0,4.0,8.0,5.0,7.0,-2.0,-3.0,-2.0,2.0,0.0,1.0,2.0,2.0,2.0,1016.26,1015.92,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 09:58:29+00:00,2024-01-03 04:58:29,1704275909,40.638,-74.035,0.0,0.0,121.0,75.0,74.0,74.0,1,1.0,1.0,1.0,5.0,3.0,4.0,8.0,5.0,6.0,-3.0,-3.0,-3.0,1.0,0.0,1.0,1.0,1.0,1.0,1016.59,1016.26,0.37,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 10:58:27+00:00,2024-01-03 05:58:27,1704279507,40.638,-74.035,0.0,0.0,123.0,76.0,74.0,74.0,1,2.0,1.0,1.0,4.0,3.0,3.0,7.0,3.0,5.0,-3.0,-3.0,-3.0,2.0,1.0,1.0,2.0,1.0,1.0,1016.59,1016.26,0.37,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 11:58:27+00:00,2024-01-03 06:58:27,1704283107,40.638,-74.035,0.0,0.0,118.0,74.0,72.0,72.0,1,2.0,2.0,2.0,4.0,1.0,3.0,7.0,3.0,5.0,-3.0,-3.0,-3.0,2.0,2.0,2.0,2.0,2.0,2.0,1016.93,1016.59,0.37,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 12:58:25+00:00,2024-01-03 07:58:25,1704286705,40.638,-74.035,16.0,0.1,91.0,74.0,71.0,72.0,1,2.0,2.0,2.0,5.0,3.0,3.0,12.0,4.0,6.0,-2.0,-3.0,-3.0,2.0,0.0,2.0,2.0,2.0,2.0,1017.95,1017.27,0.74,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 13:58:25+00:00,2024-01-03 08:58:25,1704290305,40.638,-74.035,196.0,0.6,101.0,74.0,70.0,72.0,1,2.0,1.0,2.0,4.0,3.0,4.0,7.0,5.0,6.0,-3.0,-3.0,-3.0,2.0,1.0,2.0,2.0,1.0,2.0,1017.95,1017.95,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 14:58:25+00:00,2024-01-03 09:58:25,1704293905,40.638,-74.035,354.0,1.2,113.0,70.0,62.0,65.0,1,4.0,2.0,3.0,5.0,3.0,4.0,8.0,5.0,7.0,-3.0,-3.0,-3.0,4.0,2.0,3.0,4.0,2.0,3.0,1017.95,1017.95,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 15:58:23+00:00,2024-01-03 10:58:23,1704297503,40.638,-74.035,411.0,1.4,134.0,63.0,58.0,60.0,1,5.0,4.0,4.0,4.0,1.0,3.0,6.0,3.0,5.0,-2.0,-3.0,-2.0,5.0,4.0,4.0,5.0,4.0,4.0,1017.95,1017.27,-0.74,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 16:59:21+00:00,2024-01-03 11:59:21,1704301161,40.638,-74.035,443.0,1.5,150.0,59.0,57.0,57.0,1,6.0,5.0,6.0,3.0,1.0,2.0,9.0,3.0,5.0,-2.0,-2.0,-2.0,6.0,5.0,6.0,6.0,5.0,6.0,1017.27,1016.26,-1.11,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 17:59:21+00:00,2024-01-03 12:59:21,1704304761,40.638,-74.035,464.0,1.5,138.0,58.0,53.0,55.0,1,7.0,6.0,6.0,4.0,0.0,3.0,7.0,3.0,5.0,-2.0,-2.0,-2.0,7.0,6.0,6.0,7.0,6.0,6.0,1016.26,1015.92,-0.37,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 18:59:19+00:00,2024-01-03 13:59:19,1704308359,40.638,-74.035,425.0,1.4,141.0,58.0,53.0,55.0,1,7.0,7.0,7.0,4.0,0.0,3.0,9.0,0.0,5.0,-1.0,-2.0,-2.0,7.0,7.0,7.0,7.0,7.0,7.0,1015.92,1015.58,-0.37,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 19:59:19+00:00,2024-01-03 14:59:19,1704311959,40.638,-74.035,260.0,0.9,127.0,60.0,55.0,57.0,1,7.0,6.0,7.0,5.0,2.0,4.0,9.0,4.0,6.0,-1.0,-2.0,-1.0,7.0,6.0,6.0,7.0,6.0,7.0,1015.58,1015.24,-0.37,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 20:59:19+00:00,2024-01-03 15:59:19,1704315559,40.638,-74.035,143.0,0.5,143.0,61.0,58.0,60.0,1,6.0,5.0,6.0,4.0,2.0,3.0,8.0,4.0,6.0,-1.0,-2.0,-2.0,6.0,5.0,6.0,6.0,5.0,6.0,1015.24,1015.24,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 21:59:16+00:00,2024-01-03 16:59:16,1704319156,40.638,-74.035,16.0,0.1,140.0,62.0,61.0,61.0,1,5.0,5.0,5.0,4.0,1.0,2.0,6.0,4.0,5.0,-2.0,-2.0,-2.0,5.0,5.0,5.0,5.0,5.0,5.0,1016.26,1015.24,1.11,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 22:59:16+00:00,2024-01-03 17:59:16,1704322756,40.638,-74.035,0.0,0.0,128.0,63.0,61.0,62.0,1,5.0,5.0,5.0,4.0,1.0,3.0,6.0,3.0,4.0,-1.0,-2.0,-2.0,5.0,5.0,5.0,5.0,5.0,5.0,1016.26,1016.26,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-03 23:59:15+00:00,2024-01-03 18:59:15,1704326355,40.638,-74.035,0.0,0.0,113.0,64.0,62.0,62.0,1,5.0,5.0,5.0,5.0,1.0,3.0,7.0,4.0,5.0,-1.0,-2.0,-2.0,5.0,4.0,5.0,5.0,5.0,5.0,1016.59,1016.26,0.37,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-04 00:59:15+00:00,2024-01-03 19:59:15,1704329955,40.638,-74.035,0.0,0.0,127.0,63.0,61.0,62.0,1,5.0,5.0,5.0,5.0,1.0,3.0,6.0,3.0,5.0,-2.0,-2.0,-2.0,5.0,4.0,5.0,5.0,5.0,5.0,1016.26,1015.92,-0.37,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-04 01:59:12+00:00,2024-01-03 20:59:12,1704333552,40.638,-74.035,0.0,0.0,126.0,65.0,62.0,63.0,1,5.0,5.0,5.0,4.0,1.0,3.0,7.0,4.0,5.0,-1.0,-2.0,-1.0,5.0,5.0,5.0,5.0,5.0,5.0,1015.92,1015.92,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-04 02:59:12+00:00,2024-01-03 21:59:12,1704337152,40.638,-74.035,0.0,0.0,122.0,65.0,64.0,64.0,1,5.0,5.0,5.0,3.0,0.0,1.0,8.0,1.0,4.0,-1.0,-2.0,-1.0,5.0,5.0,5.0,5.0,5.0,5.0,1015.92,1015.58,0.0,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-04 03:59:11+00:00,2024-01-03 22:59:11,1704340751,40.638,-74.035,0.0,0.0,139.0,65.0,64.0,64.0,1,5.0,4.0,5.0,3.0,0.0,1.0,5.0,1.0,3.0,-1.0,-2.0,-2.0,5.0,4.0,5.0,5.0,4.0,5.0,1015.92,1015.58,0.37,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-04 04:59:08+00:00,2024-01-03 23:59:08,1704344348,40.638,-74.035,0.0,0.0,141.0,65.0,64.0,64.0,1,4.0,4.0,4.0,2.0,0.0,0.0,4.0,0.0,2.0,-2.0,-2.0,-2.0,4.0,4.0,4.0,4.0,4.0,4.0,1015.92,1015.58,-0.37,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-04 05:59:08+00:00,2024-01-04 00:59:08,1704347948,40.638,-74.035,0.0,0.0,124.0,66.0,64.0,65.0,1,4.0,4.0,4.0,2.0,0.0,0.0,5.0,0.0,2.0,-1.0,-2.0,-2.0,4.0,4.0,4.0,4.0,4.0,4.0,1015.58,1015.24,-0.37,0.0,0.0
KNYNEWYO1805,America/New_York,2024-01-04 06:59:08+00:00,2024-01-04 01:59:08,1704351548,40.638,-74.035,0.0,0.0,118.0,66.0,65.0,65.0,1,4.0,4.0,4.0,2.0,0.0,0.0,3.0,0.0,2.0,-2.0,-2.0,-2.0,4.0,4.0,4.0,4.0,4.0,4.0,1015.24,1015.24,0.0,0.0,0.0
